iter	Passed	Remaining
188	1140	4894
189	1145	4884
190	1150	4873
191	1158	4875
192	1164	4869
193	1169	4859
194	1176	4857
195	1181	4845
196	1185	4832
197	1191	4827
198	1196	4817
199	1201	4806
200	1206	4795
201	1211	4785
202	1215	4773
203	1221	4764
204	1227	4760
205	1232	4748
206	1236	4737
207	1245	4741
208	1250	4732
209	1255	4722
210	1260	4713
211	1265	4702
212	1272	4701
213	1281	4707
214	1285	4694
215	1292	4691
216	1297	4681
217	1302	4671
218	1309	4669
219	1314	4661
220	1318	4649
221	1328	4656
222	1338	4663
223	1343	4655
224	1348	4646
225	1359	4654
226	1364	4644
227	1368	4634
228	1376	4632
229	1380	4623
230	1385	4613
231	1396	4622
232	1401	4613
233	1406	4603
234	1411	4594
235	1415	4583
236	1422	4580
237	1427	4570
238	1432	4560
239	1438	4554
240	1449	4565
241	1455	4557
242	1463	4559
243	1468	4549
244	1479	4559
245	1484	4550
246	1487	4535
247	1493	4529
248	1498	4520
249	1503	4510
250	1507	4499
251	1512	4490
252	1517	4480
253	1523	4473
254	1527	4463
255	1532	4454
256	1537	4445
257	1541	4434
258	1546	4425
259	1553	4422
260	1564	4430
261	1574	4434
262	1579	4425
263	1583	4415
264	1588	4406
265	1593	4397
266	1598	4387
267	1603	4379
268	1609	4374
269	1614	4364
270	1619	4356
271	1624	4346
272	1628	4337
273	1633	4328
274	1638	4318
275	1643	4310
276	1648	4303
277	1653	4295
278	1658	4286
279	1663	4277
280	1668	4268
281	1673	4259
282	1678	4251
283	1682	4241
284	1694	4250
285	1704	4254
286	1714	4259
287	1719	4250
288	1723	4240
289	1728	4232
290	1733	4223
291	1740	4221
292	1745	4212
293	1750	4203
294	1755	4196
295	1760	4187
296	1765	4179
297	1778	4188
298	1782	4179
299	1787	4171
300	1792	4161
301	1797	4153
302	1802	4145
303	1807	4137
304	1812	4129
305	1817	4121
306	1822	4113
307	1826	4103
308	1830	4094
309	1835	4086
310	1840	4077
311	1844	4068
312	1849	4059
313	1854	4052
314	1859	4044
315	1864	4035
316	1868	4026
317	1873	4018
318	1878	4009
319	1883	4001
320	1887	3993
321	1893	3986
322	1899	3982
323	1904	3973
324	1908	3964
325	1913	3955
326	1917	3947
327	1922	3938
328	1927	3930
329	1932	3923
330	1937	3915
331	1941	3907
332	1946	3898
333	1951	3890
334	1955	3881
335	1960	3873
336	1965	3866
337	1970	3858
338	1975	3851
339	1980	3843
340	1984	3835
341	1989	3827
342	1994	3819
343	1998	3811
344	2003	3803
345	2007	3794
346	2012	3787
347	2017	3780
348	2022	3772
349	2027	3765
350	2031	3756
351	2036	3748
352	2040	3740
353	2045	3732
354	2049	3724
355	2054	3716
356	2059	3710
357	2064	3702
358	2073	3701
359	2079	3696
360	2084	3689
361	2089	3682
362	2094	3674
363	2099	3668
364	2105	3663
365	2110	3656
366	2115	3648
367	2119	3640
368	2124	3633
369	2129	3625
370	2134	3618
371	2139	3611
372	2144	3604
373	2149	3597
374	2153	3589
375	2158	3582
376	2163	3574
377	2172	3574
378	2186	3582
379	2195	3582
380	2199	3573
381	2204	3566
382	2208	3558
383	2213	3551
384	2217	3542
385	2222	3535
386	2227	3529
387	2240	3533
388	2250	3534
389	2255	3527
390	2259	3519
391	2267	3516
392	2272	3509
393	2276	3502
394	2281	3494
395	2286	3487
396	2291	3480
397	2296	3473
398	2300	3465
399	2309	3463
400	2320	3466
401	2325	3458
402	2329	3451
403	2334	3444
404	2339	3436
405	2344	3429
406	2352	3428
407	2358	3421
408	2363	3414
409	2367	3406
410	2371	3399
411	2376	3391
412	2380	3383
413	2385	3376
414	2395	3376
415	2401	3371
416	2406	3364
417	2409	3355
418	2414	3348
419	2418	3340
420	2423	3333
421	2428	3326
422	2433	3319
423	2438	3312
424	2443	3305
425	2447	3298
426	2452	3290
427	2457	3283
428	2462	3276
429	2466	3269
430	2471	3263
431	2479	3259
432	2484	3253
433	2489	3246
434	2493	3239
435	2498	3232
436	2503	3224
437	2507	3217
438	2512	3211
439	2519	3206
440	2523	3198
441	2528	3191
442	2533	3184
443	2537	3177
444	2542	3170
445	2546	3163
446	2551	3156
447	2560	3154
448	2565	3148
449	2570	3141
450	2574	3134
451	2579	3127
452	2583	3120
453	2588	3112
454	2592	3105
455	2602	3105
456	2611	3103
457	2621	3102
458	2630	3100
459	2640	3100
460	2647	3095
461	2652	3088
462	2657	3081
463	2661	3075
464	2665	3066
465	2668	3058
466	2673	3050
467	2678	3044
468	2684	3039
469	2689	3032
470	2692	3024
471	2697	3017
472	2701	3010
473	2709	3006
474	2713	2999
475	2719	2993
476	2724	2987
477	2731	2982
478	2735	2975
479	2740	2968
480	2743	2960
481	2748	2953
482	2752	2946
483	2761	2944
484	2768	2940
485	2773	2933
486	2778	2926
487	2782	2919
488	2787	2912
489	2792	2906
490	2797	2899
491	2802	2893
492	2807	2886
493	2812	2880
494	2816	2873
495	2821	2866
496	2825	2860
497	2830	2852
498	2834	2845
499	2839	2839
500	2843	2832
501	2848	2826
502	2853	2819
503	2857	2812
504	2862	2805
505	2866	2798
506	2871	2791
507	2875	2785
508	2880	2778
509	2888	2774
510	2894	2769
511	2899	2763
512	2903	2756
513	2908	2750
514	2913	2743
515	2917	2736
516	2922	2730
517	2927	2723
518	2934	2720
519	2940	2714
520	2945	2708
521	2950	2701
522	2954	2694
523	2959	2688
524	2964	2681
525	2969	2675
526	2974	2669
527	2978	2662
528	2983	2656
529	2987	2649
530	2992	2643
531	2997	2636
532	3001	2630
533	3006	2623
534	3016	2622
535	3021	2615
536	3026	2609
537	3030	2602
538	3035	2596
539	3039	2589
540	3044	2583
541	3054	2581
542	3062	2577
543	3066	2570
544	3071	2564
545	3076	2557
546	3080	2551
547	3085	2544
548	3091	2539
549	3098	2534
550	3102	2528
551	3107	2522
552	3112	2515
553	3117	2509
554	3121	2503
555	3126	2496
556	3130	2490
557	3138	2486
558	3143	2480
559	3148	2474
560	3153	2467
561	3157	2461
562	3162	2454
563	3166	2447
564	3171	2441
565	3179	2438
566	3184	2432
567	3189	2425
568	3194	2419
569	3198	2412
570	3203	2406
571	3207	2400
572	3212	2393
573	3220	2390
574	3228	2386
575	3232	2379
576	3237	2373
577	3241	2366
578	3246	2360
579	3251	2354
580	3257	2348
581	3264	2344
582	3268	2338
583	3273	2331
584	3277	2325
585	3282	2318
586	3287	2312
587	3292	2307
588	3300	2302
589	3305	2297
590	3310	2291
591	3315	2285
592	3320	2279
593	3325	2272
594	3330	2266
595	3334	2260
596	3339	2254
597	3346	2249
598	3350	2243
599	3355	2237
600	3360	2230
601	3364	2224
602	3368	2218
603	3373	2211
604	3378	2205
605	3390	2204
606	3399	2200
607	3404	2195
608	3409	2189
609	3414	2182
610	3418	2176
611	3425	2171
612	3431	2166
613	3436	2160
614	3440	2153
615	3445	2147
616	3449	2141
617	3453	2134
618	3458	2128
619	3463	2122
620	3468	2116
621	3476	2112
622	3480	2106
623	3485	2099
624	3489	2093
625	3494	2087
626	3499	2081
627	3504	2075
628	3509	2069
629	3512	2062
630	3517	2056
631	3521	2050
632	3526	2044
633	3531	2038
634	3534	2031
635	3539	2025
636	3543	2019
637	3555	2017
638	3559	2010
639	3564	2004
640	3568	1998
641	3572	1992
642	3577	1986
643	3581	1979
644	3586	1974
645	3592	1968
646	3596	1962
647	3601	1956
648	3606	1950
649	3610	1944
650	3614	1937
651	3619	1931
652	3624	1925
653	3629	1919
654	3639	1916
655	3643	1910
656	3648	1904
657	3653	1898
658	3657	1892
659	3662	1886
660	3666	1880
661	3674	1876
662	3679	1870
663	3683	1864
664	3688	1858
665	3693	1852
666	3697	1846
667	3702	1840
668	3707	1834
669	3712	1828
670	3716	1822
671	3724	1818
672	3730	1812
673	3735	1806
674	3739	1800
675	3744	1794
676	3749	1788
677	3754	1782
678	3758	1776
679	3763	1770
680	3767	1765
681	3772	1758
682	3776	1752
683	3781	1747
684	3785	1740
685	3788	1734
686	3793	1728
687	3798	1722
688	3808	1719
689	3818	1715
690	3826	1710
691	3830	1705
692	3835	1699
693	3840	1693
694	3845	1687
695	3849	1681
696	3854	1675
697	3859	1669
698	3864	1663
699	3868	1658
700	3873	1652
701	3878	1646
702	3882	1640
703	3891	1636
704	3896	1630
705	3901	1624
706	3906	1618
707	3911	1613
708	3915	1607
709	3921	1601
710	3926	1595
711	3930	1590
712	3935	1584
713	3940	1578
714	3944	1572
715	3949	1566
716	3954	1560
717	3958	1554
718	3963	1549
719	3968	1543
720	3972	1537
721	3977	1531
722	3982	1525
723	3987	1520
724	3991	1514
725	3996	1508
726	4005	1503
727	4008	1497
728	4014	1492
729	4019	1486
730	4023	1480
731	4028	1475
732	4033	1469
733	4038	1463
734	4043	1457
735	4047	1451
736	4057	1448
737	4063	1442
738	4068	1436
739	4072	1430
740	4077	1425
741	4082	1419
742	4088	1414
743	4093	1408
744	4097	1402
745	4102	1396
746	4107	1391
747	4112	1385
748	4116	1379
749	4121	1373
750	4126	1368
751	4131	1362
752	4138	1357
753	4143	1351
754	4147	1345
755	4152	1340
756	4157	1334
757	4162	1328
758	4166	1322
759	4172	1317
760	4177	1311
761	4181	1306
762	4188	1301
763	4193	1295
764	4198	1289
765	4203	1284
766	4208	1278
767	4218	1274
768	4227	1269
769	4240	1266
770	4255	1263
771	4275	1262
772	4289	1259
773	4294	1254
774	4299	1248
775	4304	1242
776	4310	1237
777	4315	1231
778	4319	1225
779	4324	1219
780	4328	1213
781	4333	1208
782	4338	1202
783	4344	1196
784	4349	1191
785	4355	1185
786	4360	1180
787	4365	1174
788	4370	1168
789	4374	1162
790	4379	1157
791	4384	1151
792	4392	1146
793	4397	1140
794	4403	1135
795	4408	1129
796	4413	1124
797	4417	1118
798	4422	1112
799	4427	1106
800	4433	1101
801	4437	1095
802	4442	1089
803	4448	1084
804	4452	1078
805	4457	1072
806	4461	1067
807	4466	1061
808	4475	1056
809	4480	1051
810	4485	1045
811	4490	1039
812	4494	1033
813	4498	1028
814	4503	1022
815	4508	1016
816	4518	1012
817	4523	1006
818	4527	1000
819	4532	994
820	4536	989
821	4541	983
822	4546	977
823	4552	972
824	4560	967
825	4565	961
826	4570	956
827	4574	950
828	4579	944
829	4584	938
830	4588	933
831	4593	927
832	4599	922
833	4604	916
834	4608	910
835	4613	905
836	4618	899
837	4623	893
838	4627	888
839	4636	883
840	4642	877
841	4649	872
842	4653	866
843	4658	860
844	4662	855
845	4667	849
846	4671	843
847	4679	838
848	4686	833
849	4691	827
850	4696	822
851	4700	816
852	4705	810
853	4710	805
854	4714	799
855	4720	794
856	4725	788
857	4731	783
858	4736	777
859	4741	771
860	4745	766
861	4750	760
862	4754	754
863	4759	749
864	4764	743
865	4769	737
866	4774	732
867	4778	726
868	4783	721
869	4787	715
870	4791	709
871	4796	704
872	4811	699
873	4822	695
874	4832	690
875	4844	685
876	4851	680
877	4856	674
878	4861	669
879	4866	663
880	4870	657
881	4875	652
882	4879	646
883	4889	641
884	4895	636
885	4900	630
886	4905	624
887	4909	619
888	4914	613
889	4918	607
890	4930	603
891	4940	598
892	4948	592
893	4957	587
894	4962	582
895	4967	576
896	4972	570
897	4976	565
898	4986	560
899	4995	555
900	5006	550
901	5017	545
902	5028	540
903	5036	534
904	5040	529
905	5045	523
906	5053	518
907	5059	512
908	5064	506
909	5068	501
910	5073	495
911	5078	490
912	5083	484
913	5088	478
914	5093	473
915	5100	467
916	5104	462
917	5109	456
918	5114	450
919	5118	445
920	5123	439
921	5127	433
922	5133	428
923	5138	422
924	5143	417
925	5147	411
926	5152	405
927	5157	400
928	5161	394
929	5166	388
930	5171	383
931	5176	377
932	5182	372
933	5187	366
934	5192	360
935	5196	355
936	5201	349
937	5205	344
938	5210	338
939	5215	332
940	5220	327
941	5224	321
942	5229	316
943	5234	310
944	5239	304
945	5244	299
946	5248	293
947	5252	288
948	5261	282
949	5265	277
950	5270	271
951	5276	266
952	5280	260
953	5285	254
954	5290	249
955	5295	243
956	5303	238
957	5309	232
958	5314	227
959	5319	221
960	5323	216
961	5328	210
962	5333	204
963	5338	199
964	5346	193
965	5351	188
966	5356	182
967	5361	177
968	5365	171
969	5370	166
970	5375	160
971	5380	154
972	5384	149
973	5390	143
974	5395	138
975	5400	132
976	5404	127
977	5409	121
978	5414	116
979	5419	110
980	5429	105
981	5439	99
982	5449	94
983	5456	88
984	5461	83
985	5470	77
986	5480	72
987	5488	66
988	5498	61
989	5508	55
990	5518	50
991	5522	44
992	5527	38
993	5531	33
994	5536	27
995	5541	22
996	5549	16
997	5555	11
998	5561	5
999	5566	0
